,Customer,State,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Location Code,Marital Status,Policy Type,Policy,Renew Offer Type,Sales Channel,Vehicle Class,Vehicle Size,Customer Lifetime Value,Income,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies
97,NZ30757,California,No,Basic,Bachelor,2/16/11,Medical Leave,M,Suburban,Married,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize,0.2563213825577096,0.9665844356318524,0.0033096722267175593,0.0015480724931420842,0.0005871999111918251,0.0,0.00042705448086678184
98,RI22468,Arizona,No,Basic,Bachelor,1/22/11,Employed,F,Urban,Married,Personal Auto,Personal L1,Offer3,Web,Four-Door Car,Medsize,0.09902476303292763,0.9950828748550176,0.0012753053816984983,0.000517015695283175,0.0014993455163212076,5.1701569528317504e-05,0.0001551047085849525
99,FZ30935,Oregon,No,Extended,College,2/25/11,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer1,Agent,Two-Door Car,Small,0.18278993648168218,0.9831475837365161,0.002290103790234322,0.0003314623906918098,0.0018079766765007805,0.0,0.0002109306122584244
100,UG93476,California,Yes,Basic,College,1/11/11,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize,0.9998774994794348,0.0,0.013369503897157511,0.0003748459036586218,0.008121661245936806,0.0,0.0003748459036586218
101,AB96670,California,Yes,Basic,College,1/31/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Offer1,Branch,Four-Door Car,Medsize,0.9995137761849231,0.0,0.029226582208781753,0.010020542471582315,0.004175226029825965,0.0,0.0004175226029825965
102,XK64261,Oregon,No,Basic,Bachelor,1/12/11,Employed,M,Rural,Single,Corporate Auto,Corporate L3,Offer3,Call Center,Two-Door Car,Medsize,0.07219973835734995,0.9973889165953291,0.000939860366728633,3.0318076346084934e-05,0.0012885182447086097,1.5159038173042467e-05,4.54771145191274e-05
103,EV68375,California,Yes,Premium,College,2/16/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Medsize,0.0714232269053434,0.9974444835060322,0.0017648046256328307,0.00014844151056724744,0.0002968830211344949,0.0,1.6493501174138607e-05
104,UN51653,California,No,Extended,High School or Below,2/9/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Web,SUV,Medsize,0.9998561354623351,0.0,0.013823783178225631,0.0029774302230024434,0.009357637843721966,0.0,0.00042534717471463476
105,TO96662,Oregon,No,Extended,Bachelor,1/19/11,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer1,Call Center,Four-Door Car,Small,0.16425736843881134,0.9864126375487556,0.0020748216197215502,0.0006837480337718745,0.0021927092117511836,0.0,0.00021219766565334035
106,MR52087,California,No,Basic,Bachelor,1/4/11,Employed,F,Rural,Married,Personal Auto,Personal L1,Offer3,Branch,Four-Door Car,Medsize,0.2317018434617962,0.9727842612591491,0.0019574335814582142,0.00039148671629164283,0.0010238883349166044,0.0,6.0228725583329666e-05
107,DE75225,Oregon,No,Basic,High School or Below,1/9/11,Unemployed,M,Suburban,Married,Personal Auto,Personal L1,Offer1,Agent,SUV,Medsize,0.9998576213631627,0.0,0.013419274003361516,0.0005734732480069024,0.010207823814522862,0.00011469464960138048,0.00034408394880414145
108,EP80820,California,No,Basic,Bachelor,1/27/11,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Medsize,0.1447363272927718,0.989468191102764,0.0018065344092572236,0.00041501466158611896,0.0007812040688679886,0.0,0.0002197136443691218
109,GU99037,Oregon,No,Basic,College,2/14/11,Employed,M,Urban,Married,Corporate Auto,Corporate L1,Offer4,Agent,Four-Door Car,Medsize,0.030686874355195678,0.9995281649062803,0.0007756232474428569,6.255026189055297e-05,0.001075864504517511,1.2510052378110594e-05,1.2510052378110594e-05
110,WI57118,California,No,Extended,College,2/27/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer4,Agent,Four-Door Car,Small,0.11799614994637506,0.993012864038329,0.0014966150119376212,7.0428941738241e-05,0.0003169302378220845,0.0,0.00012325064804192173
111,YQ74870,Washington,No,Extended,High School or Below,2/12/11,Employed,M,Suburban,Divorced,Corporate Auto,Corporate L2,Offer2,Web,Four-Door Car,Small,0.20955928308782182,0.9777920382859784,0.002717860843294264,0.0004437323825786554,5.5466547822331925e-05,2.7733273911165963e-05,0.0002218661912893277
112,MQ14219,Arizona,No,Basic,College,2/26/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Branch,SUV,Medsize,0.2921225372026619,0.9563714922261004,0.003749262431759637,0.0006535411578296614,0.0018574327643579851,0.0,0.00024077832130566475
113,KN20603,Oregon,No,Basic,Bachelor,2/20/11,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,0.16712091260176512,0.9859350643823551,0.0014299589998952981,0.000346656727247345,0.00069331345449469,4.3332090905918126e-05,4.3332090905918126e-05
114,CR48975,Washington,No,Basic,High School or Below,2/2/11,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer4,Branch,Four-Door Car,Medsize,0.3465278553309747,0.9380388647134127,0.0009639947839713886,0.0,0.0007769510199172385,0.0,2.8775963700638467e-05
115,JI70886,California,No,Basic,High School or Below,2/15/11,Unemployed,M,Suburban,Married,Corporate Auto,Corporate L2,Offer1,Agent,SUV,Medsize,0.9998548160253313,0.0,0.013989604278996277,0.0015086828144015593,0.009600708818919014,0.00013715298312741447,0.00041145894938224346
116,VF72557,Oregon,Yes,Extended,High School or Below,2/18/11,Retired,M,Suburban,Divorced,Personal Auto,Personal L3,Offer2,Agent,SUV,Medsize,0.22169447521364186,0.9750862918930329,0.006177605717228285,0.001625685715060075,0.004180334695868764,0.0,4.644816328743071e-05
117,OX28638,Arizona,No,Extended,High School or Below,1/21/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Branch,Two-Door Car,Medsize,0.17703802718019385,0.9841989832518336,0.002236874985059269,0.0009103560985706329,0.0020027834168553924,0.0,0.000234091568203877
118,SK55033,California,No,Basic,Bachelor,1/15/11,Employed,F,Suburban,Single,Personal Auto,Personal L2,Offer3,Agent,Two-Door Car,Medsize,0.026630117142964673,0.9996450926458407,0.0006685074666872553,0.0002587770838789375,0.0001078237849495573,0.0,1.078237849495573e-05
119,OO88645,California,No,Extended,College,2/5/11,Employed,F,Urban,Married,Corporate Auto,Corporate L2,Offer2,Call Center,Four-Door Car,Medsize,0.041535397889893556,0.9991357525571145,0.0010437633255133587,0.00013381581096325113,0.00120434229866926,2.6763162192650225e-05,1.3381581096325112e-05
120,YT36855,Washington,No,Extended,College,2/24/11,Unemployed,M,Suburban,Married,Personal Auto,Personal L2,Offer3,Web,Two-Door Car,Medsize,0.9991302560983848,0.0,0.02781062092309668,0.008711760771090525,0.0298210272548868,0.0,0.00033506772196502025
121,CW82151,California,No,Basic,Bachelor,1/5/11,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer1,Call Center,Sports Car,Medsize,0.18675057510588966,0.982404523395832,0.0023493969342201692,0.00012586055004750905,6.293027502375453e-05,0.0,0.00018879082507126358
122,DY22043,Oregon,No,Basic,High School or Below,1/28/11,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer3,Branch,Two-Door Car,Small,0.06183444256177947,0.9980857302108597,0.0007645754061636902,0.00019114385154092256,0.0008657692099206493,0.0,7.870629181096812e-05
123,SH36774,California,No,Basic,High School or Below,1/12/11,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer3,Web,Luxury SUV,Medsize,0.46937469976697904,0.8829753866343226,0.00599855899206673,0.000281182452753128,0.0024056720957767617,0.0,9.372748425104266e-05
124,EM43724,Nevada,No,Basic,Bachelor,2/16/11,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,0.07456765145694617,0.9972140176068869,0.0018722838059673334,0.0005052194397054709,0.0003269066962800106,0.0,2.9718790570910056e-05
125,FH85960,Oregon,No,Premium,College,1/3/11,Employed,M,Suburban,Divorced,Personal Auto,Personal L2,Offer1,Call Center,Four-Door Car,Medsize,0.5895158169061995,0.8077538312868271,0.0021336181144322457,0.00018881576233913678,0.0005098025583156693,1.8881576233913678e-05,3.7763152467827356e-05
126,XA55993,Oregon,No,Extended,Master,2/7/11,Employed,F,Rural,Single,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Medsize,0.05317022499452666,0.9985844307598939,0.0013235273678720769,0.00033936599176207096,0.0004411757892906923,0.0,1.696829958810355e-05
127,GO36627,Arizona,No,Extended,College,1/13/11,Employed,M,Urban,Married,Special Auto,Special L2,Offer1,Branch,Four-Door Car,Medsize,0.1727474550546015,0.9849541965693397,0.004366570249873215,0.0013054694561476623,0.001665598961291845,0.0,4.501618814302284e-05
128,QH48047,Oregon,Yes,Basic,College,1/3/11,Retired,M,Suburban,Divorced,Personal Auto,Personal L2,Offer2,Web,Four-Door Car,Medsize,0.4230810292248629,0.9060873193903096,0.0023682928628474295,0.00046648192753055424,0.0015429786833702948,0.0,7.176645038931604e-05
129,RB50392,Washington,No,Basic,Master,2/17/11,Unemployed,F,Rural,Married,Personal Auto,Personal L1,Offer2,Agent,Four-Door Car,Medsize,0.9999593906530737,0.0,0.008802831913343065,0.001148195466957791,0.0015309272892770546,0.0,0.0002551545482128424
130,UH65059,Arizona,No,Basic,High School or Below,1/21/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,Sports Car,Medsize,0.17525626696497956,0.9845070299683589,0.004436549787768774,0.0005698320828326867,0.0033375879137343078,0.0,4.070229163090619e-05
131,FV21968,Nevada,No,Basic,Bachelor,1/26/11,Employed,F,Rural,Married,Special Auto,Special L2,Offer1,Branch,Four-Door Car,Medsize,0.14210993244299447,0.9898492233751433,0.001760324013596419,0.00033303427284256577,0.00019030529876718044,0.0,0.00019030529876718044
132,QA87025,Oregon,No,Basic,Bachelor,1/31/11,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer1,Call Center,Four-Door Car,Medsize,0.1957582449447343,0.9806481254130567,0.0024856250450517527,0.0005523611211226116,0.001208289952455713,3.452257007016323e-05,0.0001380902802806529
133,TQ13499,Arizona,No,Premium,College,1/2/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Small,0.06760288947361429,0.9977097761109736,0.0016858756401857988,0.0004571866142876742,0.0014144210879524922,0.0,1.428708169648982e-05
134,BU44523,Arizona,No,Basic,High School or Below,2/7/11,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L2,Offer1,Web,Four-Door Car,Small,0.9998914690943853,0.0,0.009218598175324525,0.0018686347652684847,0.011336384242628807,0.0,0.000249151302035798
135,MS41162,Arizona,No,Basic,High School or Below,1/26/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize,0.9995761840592584,0.0,0.02907071185007833,0.0014908057359014528,0.0002484676226502421,0.0,0.0002484676226502421
136,PU25891,Oregon,No,Basic,High School or Below,1/11/11,Employed,F,Rural,Married,Special Auto,Special L2,Offer1,Branch,Sports Car,Medsize,0.11858580876554353,0.9929421941949069,0.0014671714650490951,6.164585987601239e-05,0.0010233212739418059,0.0,3.6987515925607436e-05
137,RB81636,Washington,No,Basic,College,1/15/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer2,Agent,Four-Door Car,Small,0.9996138173923178,0.0,0.02768434592875164,0.0008788681247222743,0.002197170311805686,0.0,0.00043943406236113714
138,SX26335,Oregon,No,Extended,College,2/8/11,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer4,Branch,Four-Door Car,Medsize,0.09728246680643331,0.9952562312636039,0.0008044984474872581,0.0,0.0007128467256216211,0.0,2.0367049303474887e-05
139,AZ95587,Arizona,No,Extended,Bachelor,1/11/11,Employed,F,Urban,Single,Special Auto,Special L3,Offer3,Branch,Four-Door Car,Small,0.1672949387442727,0.985905401170271,0.00143323610310271,0.00032207552878712586,0.0008857077041645961,0.0,3.2207552878712584e-05
140,DS81757,Oregon,No,Basic,College,1/9/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Offer4,Web,Two-Door Car,Large,0.9995147350697565,0.0,0.0299435063090851,0.0028324938400485903,0.008092839542995972,0.0,0.0004046419771497986
141,OJ94107,Arizona,No,Premium,Master,2/4/11,Employed,M,Urban,Married,Personal Auto,Personal L2,Offer1,Call Center,SUV,Medsize,0.11094378297445436,0.99382225151172,0.002764182282937137,0.00017769743247453024,0.0010661845948471815,0.0,1.974415916383669e-05
142,LP84436,California,No,Extended,High School or Below,1/21/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer3,Branch,Sports Car,Medsize,0.9998950322709121,0.0,0.014036144121112116,0.003315624595538295,0.0012157290183640414,0.0,0.000663124919107659
143,YV64727,Washington,No,Premium,High School or Below,2/16/11,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Offer3,Agent,SUV,Medsize,0.10526466815397044,0.9944403341464793,0.0026425709200520162,0.000440428486675336,0.000770749851681838,0.0,1.572958880983343e-05
144,LM19287,Oregon,Yes,Extended,High School or Below,2/24/11,Unemployed,F,Suburban,Married,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Large,0.9995932568746341,0.0,0.025716423630143093,0.008304261797233706,0.009107900035675678,0.0,0.00026787941281399057
145,ZU18643,Nevada,No,Extended,Bachelor,1/18/11,Employed,M,Urban,Married,Corporate Auto,Corporate L2,Offer4,Web,Four-Door Car,Medsize,0.05666924264771931,0.9983917446273834,0.0014241730445107262,0.0005263248207974423,0.000464404253644802,0.0,1.5480141788160068e-05
146,AZ82578,California,No,Basic,College,1/30/11,Unemployed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer1,Call Center,Four-Door Car,Medsize,0.9999136215515935,0.0,0.009080001405447687,0.0008827779144185251,0.009458334797341341,0.0,0.00025222226126243576
147,XC67861,Arizona,No,Basic,Bachelor,1/9/11,Employed,F,Suburban,Divorced,Corporate Auto,Corporate L2,Offer1,Call Center,Two-Door Car,Medsize,0.17110164564965646,0.9852488328559937,0.0022873859732267777,0.0008193621396633234,0.001741144546784562,0.00010242026745791542,0.0001365603566105539
148,YC43143,Arizona,No,Extended,High School or Below,2/1/11,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer2,Web,Four-Door Car,Medsize,0.10275401538757108,0.9947059445835043,0.0012734500001780281,0.0,0.00027012575761352115,0.0,3.8589393944788736e-05
149,EK59571,Oregon,Yes,Premium,College,2/28/11,Unemployed,M,Suburban,Married,Corporate Auto,Corporate L2,Offer1,Branch,Four-Door Car,Large,0.9993548245832307,0.0,0.027006417200880907,0.0007716119200251687,0.02366276554743851,0.0,0.00025720397334172293
150,GD83998,Washington,No,Basic,Bachelor,1/31/11,Employed,M,Suburban,Single,Personal Auto,Personal L2,Offer4,Branch,Four-Door Car,Small,0.10793145821257229,0.9941500805131426,0.0028410085991394155,0.0011769892767863291,0.0026380794134865998,0.0,4.0585837130563076e-05
151,WA25797,Washington,Yes,Basic,High School or Below,2/17/11,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer2,Agent,Sports Car,Medsize,0.08914244716143604,0.9960181689577393,0.0011136602409529883,0.00030183314941716505,0.00030183314941716505,0.0,9.36723567156719e-05
152,PD27940,Arizona,No,Extended,High School or Below,2/12/11,Disabled,M,Suburban,Married,Personal Auto,Personal L3,Offer4,Agent,SUV,Medsize,0.18213981614996796,0.983261298000032,0.004697820550129078,0.00041012719088428455,0.0002609900305627265,0.0,3.72842900803895e-05
153,BS77946,Arizona,No,Extended,Bachelor,2/24/11,Medical Leave,F,Rural,Married,Personal Auto,Personal L1,Offer1,Branch,SUV,Medsize,0.4865213303135924,0.8736456759236447,0.006335103393987832,9.976540777933594e-05,0.00024941351944833984,0.0,0.0001496481116690039
154,YM50253,California,No,Basic,Bachelor,2/1/11,Employed,F,Urban,Single,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Medsize,0.032984742930861365,0.9994549858129802,0.000828494107204666,0.00019032972733080164,0.001007627968221891,0.0,1.1195866313576567e-05
155,NR15332,California,No,Basic,High School or Below,2/6/11,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Web,Four-Door Car,Small,0.08641478874873457,0.9962550713975973,0.002176179710348618,0.00043523594206972357,0.001841382831833446,0.0,3.3479687851517196e-05
156,RC62865,Oregon,No,Extended,College,1/23/11,Employed,M,Rural,Single,Personal Auto,Personal L2,Offer3,Agent,Four-Door Car,Medsize,0.06772875709895551,0.9977005809946983,0.0017714990823235466,0.0005391518946202098,0.0017137328078999526,0.0,1.9255424807864637e-05
157,CC15295,Oregon,No,Extended,Bachelor,1/21/11,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer2,Agent,Four-Door Car,Small,0.37577812770905594,0.9267035206449217,0.003162547390248193,0.000539947115408228,0.0010413265797158684,0.0,7.713530220117543e-05
158,KA61892,Arizona,Yes,Basic,College,1/20/11,Retired,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Sports Car,Medsize,0.1363595813658062,0.990650746757922,0.0036961953098422927,0.0006336334816872502,0.001760093004686806,0.0,3.520186009373612e-05
159,OS94884,Arizona,No,Basic,Bachelor,1/6/11,Employed,F,Rural,Married,Personal Auto,Personal L2,Offer1,Web,Two-Door Car,Large,0.1436289779447542,0.9896308297268396,0.0012017146969455978,0.0002628750899568495,0.00015021433711819972,1.8776792139774966e-05,3.755358427954993e-05
160,ND87334,California,No,Basic,High School or Below,2/22/11,Unemployed,M,Suburban,Married,Corporate Auto,Corporate L3,Offer2,Agent,Two-Door Car,Medsize,0.9996184180317365,0.0,0.027529308063589893,0.0004369731438665062,0.002184865719332531,0.0,0.0004369731438665062
161,ML93326,Washington,No,Basic,College,2/27/11,Employed,F,Urban,Married,Personal Auto,Personal L1,Offer1,Agent,SUV,Medsize,0.052639068258352587,0.998612471390493,0.0013055602784865638,8.233263017482835e-05,0.0007409936715734552,0.0,1.1761804310689765e-05
162,YL74911,California,Yes,Basic,College,2/21/11,Unemployed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize,0.99987999506323,0.0,0.01353836988899972,0.0016062472749660687,0.0073428446855591705,0.0,0.00045892779284744815
163,JP69864,Washington,Yes,Basic,Bachelor,1/29/11,Retired,F,Suburban,Single,Personal Auto,Personal L1,Offer1,Branch,Four-Door Car,Medsize,0.08989688560634632,0.9959446667552223,0.0025188484145154157,0.0002798720460572684,0.0025188484145154157,3.998172086532406e-05,3.998172086532406e-05
164,HL53154,California,No,Extended,Bachelor,2/22/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,0.9999426776384168,0.0,0.010382084353358861,0.002022483964940038,0.0016179871719520303,0.0002696645286586717,0.0002696645286586717
165,RI78966,Oregon,No,Basic,Master,2/21/11,Medical Leave,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Small,0.334741224678758,0.9423046236108069,0.002929087328832276,0.0005168977639115781,0.001206094782460349,0.0,8.614962731859635e-05
166,IC13702,California,No,Basic,Bachelor,1/10/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Small,0.9999014104213534,0.0,0.009900948935796818,0.004735236447555,0.008753012827298637,0.00014349201356227273,0.00028698402712454545
167,BE10809,California,Yes,Basic,High School or Below,1/18/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Small,0.9998876186719508,0.0,0.014350373877393475,0.003999284523208017,0.0002352520307769422,0.0002352520307769422,0.0016467642154385953
