,customer,state,response,coverage,education,effective to date,employmentstatus,gender,location code,marital status,policy type,policy,renew offer type,sales channel,vehicle class,vehicle size,vehicle type
462,XQ12791,California,No,Extended,High School or Below,1/21/11,Employed,M,Suburban,Divorced,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Medsize,A
465,DB75522,California,No,Extended,College,2/26/11,Employed,F,Suburban,Married,Special Auto,Special L2,Offer2,Branch,Four-Door Car,Small,A
467,GB70736,Oregon,No,Basic,College,1/21/11,Employed,F,Rural,Married,Corporate Auto,Corporate L3,Offer4,Web,Four-Door Car,Medsize,A
468,LP59331,Arizona,No,Basic,College,2/26/11,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize,A
469,FM54600,Washington,No,Premium,High School or Below,1/14/11,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L2,Offer2,Branch,SUV,Medsize,A
471,FS42690,Washington,No,Extended,College,2/1/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,Two-Door Car,Medsize,A
472,UU70820,Arizona,No,Basic,College,2/22/11,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Large,A
473,ZU73588,California,Yes,Premium,College,1/19/11,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer2,Branch,Sports Car,Medsize,A
474,BC35753,Arizona,No,Basic,College,1/18/11,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer4,Agent,Two-Door Car,Small,A
479,CO12132,California,Yes,Basic,High School or Below,2/3/11,Employed,F,Urban,Single,Personal Auto,Personal L3,Offer1,Agent,SUV,Small,A
481,ZW84453,Arizona,No,Basic,Bachelor,1/8/11,Unemployed,F,Rural,Married,Personal Auto,Personal L2,Offer1,Web,Four-Door Car,Medsize,A
482,HP42153,Washington,No,Basic,High School or Below,1/29/11,Medical Leave,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,A
484,HD32044,Oregon,No,Premium,Master,1/25/11,Employed,F,Suburban,Divorced,Corporate Auto,Corporate L3,Offer1,Branch,Four-Door Car,Medsize,A
488,YO49328,Arizona,No,Basic,High School or Below,1/6/11,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer3,Branch,SUV,Medsize,A
490,XV11038,California,No,Extended,College,2/25/11,Medical Leave,F,Suburban,Single,Personal Auto,Personal L2,Offer2,Branch,Sports Car,Medsize,A
492,GE62437,Arizona,No,Premium,College,2/2/11,Employed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Call Center,Four-Door Car,Large,A
497,QV55524,Washington,No,Extended,College,2/6/11,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer4,Agent,Four-Door Car,Medsize,A
499,XS76166,Oregon,No,Extended,College,1/17/11,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer4,Call Center,Two-Door Car,Small,A
501,BY84257,Arizona,No,Basic,College,2/10/11,Unemployed,M,Suburban,Single,Special Auto,Special L1,Offer4,Branch,Four-Door Car,Medsize,A
502,PT45842,Arizona,No,Basic,College,2/11/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Web,Two-Door Car,Small,A
504,AP23850,Washington,No,Premium,High School or Below,1/23/11,Unemployed,F,Suburban,Married,Personal Auto,Personal L2,Offer3,Branch,Two-Door Car,Medsize,A
509,WD87578,Nevada,No,Premium,High School or Below,2/8/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer2,Call Center,Four-Door Car,Medsize,A
511,HX36471,California,No,Extended,High School or Below,1/13/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer2,Branch,Two-Door Car,Medsize,A
512,HY46017,California,No,Basic,College,2/26/11,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer2,Web,Four-Door Car,Large,A
513,FA57012,California,No,Basic,College,2/17/11,Unemployed,M,Suburban,Single,Special Auto,Special L2,Offer3,Branch,Luxury Car,Small,A
514,AC13887,California,No,Basic,Bachelor,1/9/11,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L1,Offer1,Branch,Two-Door Car,Medsize,A
515,NW14895,Arizona,No,Basic,Bachelor,1/2/11,Employed,M,Suburban,Divorced,Personal Auto,Personal L2,Offer1,Agent,SUV,Small,A
518,CI30899,California,No,Basic,College,1/13/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Branch,Two-Door Car,Small,A
522,XO78284,Arizona,No,Extended,Master,1/20/11,Employed,M,Rural,Single,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Small,A
523,LX24476,Oregon,No,Extended,Bachelor,1/24/11,Unemployed,F,Urban,Married,Personal Auto,Personal L3,Offer2,Web,Four-Door Car,Medsize,A
525,EO42272,California,No,Basic,Bachelor,1/11/11,Employed,F,Suburban,Divorced,Corporate Auto,Corporate L3,Offer4,Branch,Four-Door Car,Small,A
526,KA62636,Oregon,No,Basic,High School or Below,1/26/11,Employed,M,Urban,Single,Personal Auto,Personal L2,Offer4,Agent,Two-Door Car,Medsize,A
528,WA94988,California,No,Extended,Bachelor,2/3/11,Employed,F,Suburban,Single,Corporate Auto,Corporate L3,Offer2,Call Center,Sports Car,Small,A
538,YP40334,Oregon,No,Premium,Doctor,1/17/11,Unemployed,F,Rural,Single,Personal Auto,Personal L2,Offer2,Web,SUV,Medsize,A
539,MW57614,Arizona,Yes,Basic,Bachelor,1/11/11,Disabled,F,Suburban,Divorced,Personal Auto,Personal L2,Offer1,Web,Four-Door Car,Medsize,A
545,LB25094,California,Yes,Basic,Bachelor,1/21/11,Employed,F,Rural,Single,Special Auto,Special L2,Offer2,Web,Four-Door Car,Medsize,A
546,LZ98947,Nevada,No,Basic,Bachelor,1/31/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,Offer1,Branch,SUV,Medsize,A
548,HF75276,Nevada,No,Extended,High School or Below,1/12/11,Unemployed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Large,A
550,QB26845,Oregon,No,Basic,Bachelor,1/13/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize,A
555,OB52091,Washington,No,Basic,Bachelor,2/9/11,Employed,M,Suburban,Divorced,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Medsize,A
556,TU27563,Oregon,No,Extended,Bachelor,1/10/11,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer2,Branch,Two-Door Car,Medsize,A
557,GD89605,Oregon,No,Basic,Master,2/12/11,Employed,F,Suburban,Married,Corporate Auto,Corporate L1,Offer4,Agent,Four-Door Car,Small,A
559,NP91656,California,No,Basic,Bachelor,1/9/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer4,Agent,Four-Door Car,Medsize,A
562,KN34250,Oregon,Yes,Extended,College,2/14/11,Employed,F,Suburban,Married,Corporate Auto,Corporate L2,Offer1,Branch,SUV,Medsize,A
563,SI60881,Oregon,No,Basic,Bachelor,1/12/11,Employed,F,Suburban,Divorced,Personal Auto,Personal L2,Offer3,Branch,SUV,Medsize,A
564,XD19934,Oregon,No,Extended,High School or Below,2/25/11,Employed,M,Rural,Single,Personal Auto,Personal L3,Offer2,Web,Four-Door Car,Medsize,A
567,QW21716,Nevada,No,Basic,Bachelor,1/30/11,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Branch,Four-Door Car,Medsize,A
568,LC20778,Nevada,No,Extended,Master,2/27/11,Medical Leave,F,Suburban,Single,Personal Auto,Personal L2,Offer3,Agent,Four-Door Car,Small,A
571,FK37308,Oregon,No,Basic,Doctor,2/24/11,Unemployed,F,Rural,Married,Corporate Auto,Corporate L3,Offer3,Call Center,Two-Door Car,Medsize,A
572,TU25694,Oregon,No,Basic,High School or Below,1/6/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Call Center,Four-Door Car,Medsize,A
575,MP85571,Arizona,No,Premium,Bachelor,2/20/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer3,Agent,SUV,Medsize,A
576,LS46182,Nevada,No,Extended,Bachelor,2/11/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Branch,Four-Door Car,Medsize,A
579,FS76657,Oregon,No,Basic,College,2/6/11,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,A
580,NW21079,Washington,No,Basic,Master,1/14/11,Employed,F,Rural,Married,Personal Auto,Personal L1,Offer1,Call Center,Two-Door Car,Small,A
584,CK36026,Arizona,No,Extended,Bachelor,2/5/11,Medical Leave,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Web,Two-Door Car,Medsize,A
587,FJ28407,California,Yes,Premium,High School or Below,1/26/11,Unemployed,M,Suburban,Married,Personal Auto,Personal L1,Offer2,Web,SUV,Medsize,A
588,NJ43658,California,No,Basic,Master,1/11/11,Disabled,M,Suburban,Married,Corporate Auto,Corporate L1,Offer1,Agent,Luxury SUV,Large,A
591,VZ59523,Arizona,No,Basic,Doctor,1/21/11,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer1,Call Center,Two-Door Car,Large,A
594,DM59806,California,No,Extended,Doctor,2/13/11,Employed,F,Suburban,Single,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Small,A
600,IM41800,Nevada,No,Basic,College,2/2/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer3,Web,Four-Door Car,Medsize,A
603,BC77846,Nevada,No,Extended,High School or Below,2/28/11,Unemployed,M,Suburban,Married,Personal Auto,Personal L2,Offer3,Agent,Two-Door Car,Medsize,A
607,BT57285,California,No,Extended,High School or Below,2/13/11,Unemployed,M,Suburban,Married,Personal Auto,Personal L1,Offer1,Agent,SUV,Medsize,A
609,LE41874,Nevada,No,Extended,High School or Below,1/8/11,Unemployed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer1,Agent,SUV,Small,A
611,DQ79499,Oregon,No,Extended,Doctor,2/11/11,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer1,Branch,SUV,Medsize,A
613,GE20220,Oregon,No,Extended,Bachelor,2/25/11,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Medsize,A
614,UQ85283,California,No,Basic,Bachelor,1/6/11,Employed,M,Rural,Single,Personal Auto,Personal L3,Offer3,Agent,Sports Car,Medsize,A
615,VS20668,Nevada,No,Basic,Bachelor,1/16/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer4,Branch,Four-Door Car,Medsize,A
616,EO17010,California,No,Basic,Master,2/12/11,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer3,Agent,SUV,Large,A
617,NF82527,Arizona,No,Basic,Bachelor,1/8/11,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Call Center,Two-Door Car,Large,A
619,ZG17326,Oregon,No,Basic,Bachelor,2/11/11,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Agent,Four-Door Car,Large,A
621,KP77095,Arizona,No,Premium,Bachelor,2/8/11,Employed,F,Rural,Married,Corporate Auto,Corporate L2,Offer2,Web,SUV,Large,A
622,HE20556,Arizona,No,Basic,Bachelor,1/18/11,Employed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer3,Web,Four-Door Car,Medsize,A
623,CT83377,Washington,No,Extended,High School or Below,2/21/11,Employed,M,Rural,Married,Special Auto,Special L2,Offer4,Agent,Four-Door Car,Medsize,A
625,HN60464,California,No,Extended,Bachelor,2/16/11,Unemployed,M,Urban,Married,Personal Auto,Personal L2,Offer3,Branch,Four-Door Car,Medsize,A
627,PD66941,Arizona,Yes,Basic,Bachelor,1/2/11,Retired,M,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,A
628,CZ84042,Oregon,No,Basic,High School or Below,1/25/11,Employed,F,Rural,Married,Personal Auto,Personal L1,Offer2,Branch,Two-Door Car,Medsize,A
631,SX20211,Oregon,No,Premium,College,1/22/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Medsize,A
639,PS68884,California,Yes,Basic,College,2/12/11,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Offer1,Agent,SUV,Medsize,A
641,FO35655,Oregon,No,Extended,Bachelor,1/14/11,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L3,Offer1,Branch,Luxury SUV,Medsize,A
642,GX22886,Arizona,No,Extended,College,1/25/11,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize,A
645,BZ85280,Oregon,No,Basic,College,2/23/11,Medical Leave,M,Urban,Married,Personal Auto,Personal L1,Offer3,Agent,Four-Door Car,Medsize,A
651,DS31990,Oregon,No,Basic,High School or Below,1/12/11,Unemployed,M,Rural,Married,Personal Auto,Personal L3,Offer2,Call Center,Two-Door Car,Large,A
652,TB71474,Nevada,No,Extended,College,1/18/11,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer3,Branch,Four-Door Car,Medsize,A
653,UK52289,Arizona,Yes,Basic,Bachelor,2/14/11,Employed,F,Urban,Married,Special Auto,Special L3,Offer2,Agent,Four-Door Car,Medsize,A
656,ME11422,California,No,Basic,College,2/12/11,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Offer3,Agent,Four-Door Car,Small,A
658,SF11920,Arizona,No,Basic,College,2/25/11,Employed,F,Urban,Married,Corporate Auto,Corporate L1,Offer1,Web,Two-Door Car,Medsize,A
664,DK41858,Arizona,No,Basic,College,2/5/11,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer3,Agent,Four-Door Car,Medsize,A
674,XX88364,California,Yes,Basic,Bachelor,2/18/11,Employed,M,Suburban,Single,Corporate Auto,Corporate L3,Offer1,Agent,Four-Door Car,Medsize,A
675,DN30013,Oregon,No,Basic,College,1/16/11,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer3,Branch,Four-Door Car,Small,A
678,SJ87277,Arizona,No,Basic,High School or Below,1/8/11,Employed,M,Rural,Married,Corporate Auto,Corporate L2,Offer3,Branch,Four-Door Car,Large,A
682,QU53781,Oregon,No,Basic,High School or Below,2/8/11,Employed,M,Suburban,Married,Corporate Auto,Corporate L1,Offer4,Branch,SUV,Medsize,A
684,UT18598,California,No,Basic,Bachelor,2/24/11,Disabled,F,Suburban,Married,Personal Auto,Personal L3,Offer4,Agent,Four-Door Car,Small,A
687,GC29421,California,No,Basic,High School or Below,1/8/11,Employed,F,Rural,Divorced,Personal Auto,Personal L3,Offer3,Call Center,Four-Door Car,Medsize,A
689,UP36767,California,No,Basic,College,2/13/11,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer3,Branch,SUV,Medsize,A
697,SQ18525,Arizona,No,Basic,College,1/8/11,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize,A
698,HY68437,Oregon,No,Extended,High School or Below,2/3/11,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize,A
699,LC69427,Oregon,No,Basic,College,1/21/11,Employed,F,Suburban,Single,Corporate Auto,Corporate L3,Offer4,Branch,Four-Door Car,Small,A
700,WZ96432,California,No,Basic,Master,2/19/11,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer1,Branch,SUV,Medsize,A
701,MQ37971,Arizona,No,Extended,Bachelor,1/20/11,Employed,F,Urban,Single,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize,A
702,XQ28930,California,No,Basic,College,1/19/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Web,Four-Door Car,Medsize,A
704,RE73564,Oregon,No,Extended,Bachelor,2/14/11,Employed,F,Urban,Married,Personal Auto,Personal L1,Offer1,Branch,Two-Door Car,Medsize,A
705,OY88200,Nevada,No,Basic,College,1/5/11,Medical Leave,F,Suburban,Divorced,Personal Auto,Personal L2,Offer4,Agent,Two-Door Car,Small,A
712,NT21324,Arizona,No,Basic,College,1/27/11,Employed,M,Urban,Married,Personal Auto,Personal L1,Offer2,Branch,Four-Door Car,Medsize,A
713,MM10866,California,Yes,Basic,Bachelor,1/14/11,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer2,Branch,SUV,Medsize,A
717,RW46214,Oregon,No,Basic,High School or Below,2/23/11,Medical Leave,F,Suburban,Divorced,Personal Auto,Personal L1,Offer2,Call Center,Four-Door Car,Medsize,A
719,UK62940,Oregon,No,Basic,College,1/3/11,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize,A
722,CE56187,Oregon,No,Basic,Master,1/10/11,Employed,F,Urban,Divorced,Personal Auto,Personal L2,Offer2,Branch,SUV,Medsize,A
728,XR82418,California,Yes,Basic,Bachelor,1/11/11,Employed,M,Rural,Married,Personal Auto,Personal L1,Offer2,Call Center,Four-Door Car,Medsize,A
731,EK10022,California,No,Basic,Bachelor,1/10/11,Employed,M,Suburban,Divorced,Corporate Auto,Corporate L3,Offer3,Web,SUV,Medsize,A
734,YT43943,California,No,Basic,High School or Below,2/17/11,Employed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize,A
737,CB77819,California,No,Basic,High School or Below,2/10/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Web,Two-Door Car,Medsize,A
738,WX14028,Nevada,No,Basic,College,2/10/11,Employed,F,Suburban,Single,Personal Auto,Personal L1,Offer4,Agent,SUV,Medsize,A
741,WX16610,California,No,Basic,Bachelor,2/20/11,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Medsize,A
742,IY59173,Oregon,No,Extended,Master,1/6/11,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Call Center,SUV,Medsize,A
743,TZ28073,California,No,Basic,Bachelor,1/10/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Branch,SUV,Medsize,A
746,CT96082,Oregon,No,Basic,Bachelor,1/5/11,Disabled,F,Rural,Married,Corporate Auto,Corporate L3,Offer1,Call Center,Two-Door Car,Medsize,A
750,FW17421,Washington,No,Extended,High School or Below,1/19/11,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer2,Call Center,Four-Door Car,Large,A
753,VW65429,Arizona,No,Extended,High School or Below,1/20/11,Employed,M,Urban,Married,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize,A
759,MD95935,California,No,Basic,Bachelor,1/11/11,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer3,Web,Two-Door Car,Medsize,A
760,XJ52902,Nevada,No,Basic,High School or Below,1/27/11,Employed,M,Rural,Married,Corporate Auto,Corporate L3,Offer2,Call Center,Two-Door Car,Medsize,A
762,SS28002,Arizona,No,Basic,High School or Below,1/30/11,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Medsize,A
765,QS36363,Arizona,No,Premium,High School or Below,2/1/11,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer4,Web,SUV,Medsize,A
767,WZ45123,California,Yes,Premium,Master,1/26/11,Employed,M,Rural,Married,Personal Auto,Personal L2,Offer1,Agent,Two-Door Car,Medsize,A
768,ZW32080,Nevada,No,Basic,Bachelor,2/4/11,Employed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Small,A
771,BZ85306,California,No,Premium,Bachelor,2/17/11,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L2,Offer3,Web,SUV,Medsize,A
772,LQ23049,California,Yes,Basic,High School or Below,2/12/11,Medical Leave,F,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,A
774,XQ19793,Arizona,Yes,Extended,High School or Below,2/18/11,Retired,M,Suburban,Divorced,Personal Auto,Personal L3,Offer2,Agent,SUV,Medsize,A
776,CD71502,Arizona,No,Basic,High School or Below,2/28/11,Unemployed,M,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Branch,SUV,Medsize,A
778,GB39602,Nevada,No,Basic,High School or Below,1/14/11,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L1,Offer1,Call Center,Sports Car,Medsize,A
779,AK46006,Oregon,No,Extended,Bachelor,1/17/11,Medical Leave,M,Suburban,Married,Personal Auto,Personal L1,Offer1,Call Center,Luxury SUV,Medsize,A
782,QO70290,California,No,Extended,Bachelor,2/19/11,Employed,M,Rural,Married,Personal Auto,Personal L1,Offer1,Agent,Sports Car,Medsize,A
784,ZE42703,Nevada,No,Extended,Bachelor,2/4/11,Employed,M,Suburban,Divorced,Corporate Auto,Corporate L3,Offer1,Branch,SUV,Medsize,A
787,VL36269,Washington,No,Basic,High School or Below,1/25/11,Unemployed,F,Suburban,Single,Special Auto,Special L1,Offer1,Branch,Four-Door Car,Small,A
789,NI17718,California,No,Basic,High School or Below,2/9/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer2,Web,Four-Door Car,Medsize,A
790,PU42145,California,Yes,Basic,Bachelor,1/26/11,Medical Leave,M,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,A
792,GC81619,Oregon,Yes,Basic,Master,1/16/11,Employed,F,Suburban,Divorced,Personal Auto,Personal L1,Offer2,Branch,SUV,Medsize,A
795,DH99299,California,Yes,Basic,College,2/14/11,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Agent,Four-Door Car,Large,A
797,AX10148,California,No,Basic,Bachelor,2/1/11,Unemployed,F,Suburban,Married,Personal Auto,Personal L2,Offer4,Web,Four-Door Car,Medsize,A
798,BH86846,Washington,No,Basic,High School or Below,2/14/11,Employed,M,Rural,Married,Corporate Auto,Corporate L3,Offer4,Agent,Four-Door Car,Medsize,A
799,GX51965,California,Yes,Basic,High School or Below,2/17/11,Employed,M,Rural,Married,Personal Auto,Personal L1,Offer2,Agent,Sports Car,Medsize,A
801,XO94933,California,No,Basic,Bachelor,1/22/11,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer2,Agent,SUV,Small,A
804,WF75492,Oregon,No,Basic,High School or Below,2/19/11,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer2,Branch,Sports Car,Medsize,A
806,YL81070,Oregon,No,Extended,High School or Below,2/5/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Offer1,Call Center,Luxury Car,Medsize,A
807,SI88726,California,No,Basic,College,1/19/11,Employed,F,Suburban,Divorced,Corporate Auto,Corporate L2,Offer1,Agent,SUV,Small,A
813,OF47250,California,No,Basic,Doctor,2/15/11,Employed,F,Rural,Divorced,Personal Auto,Personal L2,Offer2,Call Center,SUV,Medsize,A
816,FD55376,California,No,Basic,High School or Below,2/22/11,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Offer3,Agent,Four-Door Car,Medsize,A
